sep=;
Astrée Analysis Report
1. Results
1.1. Control flow
Caller;Callee;Call site;Process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_E_NM_TX_FA;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses_All;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqFullCom_forAllBusses;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forLP;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forPT;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_APPLCAN;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LECAN;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LPCAN;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_PTCAN;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_StartPDUGroups_StartScheduleTable_LIN;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_AllowComm_ReqFullComm;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_DisallowComm_ReqNoComm;ALL_bc_with_context.c:81858.15-76;Process 42
BswM_Prv_Evaluate_Rule;BswM_Prv_Evaluate_ActionList;ALL_bc_with_context.c:81876.24-81;Process 42
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ComM_CommunicationAllowed_ComChannel_LP;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ComM_CommunicationAllowed_ComChannel_PT;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_DTx_FA;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_DRx_ETx_FA;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_D_NM_TX_FA;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_DTx_FA;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_ERx_ETx_FA;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_DCM_E_NM_TX_FA;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqAllowCom_forAllBusses_All;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqFullCom_forAllBusses;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forLP;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqNoCom_forPT;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_APPLCAN;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LECAN;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_LPCAN;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_ReqStartAllIPDUGroups_PTCAN;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_StartPDUGroups_StartScheduleTable_LIN;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_AllowComm_ReqFullComm;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Cfg_LE_LE_V2G_DisallowComm_ReqNoComm;ALL_bc_with_context.c:81858.15-76;main-process
BswM_Prv_Evaluate_Rule;BswM_Prv_Evaluate_ActionList;ALL_bc_with_context.c:81876.24-81;main-process
BswM_Prv_InterruptHandler;rba_BswSrv_GetLockCommon___33;ALL_bc_with_context.c:31205.6-37;Process 42
BswM_Prv_InterruptHandler;rba_BswSrv_ReleaseLockCommon___33;ALL_bc_with_context.c:31216.4-39;Process 42
BswM_Prv_InterruptHandler;rba_BswSrv_GetLockCommon___33;ALL_bc_with_context.c:31205.6-37;main-process
BswM_Prv_InterruptHandler;rba_BswSrv_ReleaseLockCommon___33;ALL_bc_with_context.c:31216.4-39;main-process
BswM_Prv_PopulateDeferredRules___38;BswM_Prv_ClearAllDeferredRequests;ALL_bc_with_context.c:81983.4-39;Process 42
BswM_Prv_PopulateDeferredRules___38;BswM_Prv_ClearAllDeferredRequests;ALL_bc_with_context.c:81983.4-39;main-process
BswM_Prv_ProcessDeferredReqst;BswM_Prv_CalcPduGrpSwt;ALL_bc_with_context.c:82571.4-28;Process 42
BswM_Prv_ProcessDeferredReqst;BswM_Prv_Evaluate_Rule;ALL_bc_with_context.c:82565.12-134;Process 42
BswM_Prv_ProcessDeferredReqst;BswM_Prv_PopulateDeferredRules___38;ALL_bc_with_context.c:82557.28-90;Process 42
BswM_Prv_ProcessDeferredReqst;BswM_Prv_ProcessDelayedReqst;ALL_bc_with_context.c:82554.8-38;Process 42
BswM_Prv_ProcessDeferredReqst;BswM_Prv_CalcPduGrpSwt;ALL_bc_with_context.c:82571.4-28;main-process
BswM_Prv_ProcessDeferredReqst;BswM_Prv_Evaluate_Rule;ALL_bc_with_context.c:82565.12-134;main-process
BswM_Prv_ProcessDeferredReqst;BswM_Prv_PopulateDeferredRules___38;ALL_bc_with_context.c:82557.28-90;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_Arbitrate_Rule;ALL_bc_with_context.c:82478.20-71;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_CalcPduGrpSwt;ALL_bc_with_context.c:82535.4-28;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetCanSMIndicationInfo_en;ALL_bc_with_context.c:82467.34-142;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetDcmComModeReqstInfo_en;ALL_bc_with_context.c:82467.34-142;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetEcuMWkpSrcInfo_en;ALL_bc_with_context.c:82467.34-142;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetGenReqInfo_en;ALL_bc_with_context.c:82467.34-142;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetLinSmIdicationInfo_en;ALL_bc_with_context.c:82467.34-142;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_IntrptQueueOut;ALL_bc_with_context.c:82453.28-119;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_StoreDeferredRequest;ALL_bc_with_context.c:82473.20-108;Process 42
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_GetLockCommon___39;ALL_bc_with_context.c:82435.6-37;Process 42
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_GetLockCommon___39;ALL_bc_with_context.c:82450.10-41;Process 42
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_GetLockCommon___39;ALL_bc_with_context.c:82496.18-49;Process 42
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_ReleaseLockCommon___39;ALL_bc_with_context.c:82441.4-39;Process 42
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_ReleaseLockCommon___39;ALL_bc_with_context.c:82456.8-43;Process 42
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_ReleaseLockCommon___39;ALL_bc_with_context.c:82502.16-51;Process 42
BswM_Prv_ProcessDelayedReqst;BswM_Prv_Arbitrate_Rule;ALL_bc_with_context.c:82478.20-71;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_CalcPduGrpSwt;ALL_bc_with_context.c:82535.4-28;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetCanSMIndicationInfo_en;ALL_bc_with_context.c:82467.34-142;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetDcmComModeReqstInfo_en;ALL_bc_with_context.c:82467.34-142;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetEcuMWkpSrcInfo_en;ALL_bc_with_context.c:82467.34-142;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetGenReqInfo_en;ALL_bc_with_context.c:82467.34-142;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_GetLinSmIdicationInfo_en;ALL_bc_with_context.c:82467.34-142;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_IntrptQueueOut;ALL_bc_with_context.c:82453.28-119;main-process
BswM_Prv_ProcessDelayedReqst;BswM_Prv_StoreDeferredRequest;ALL_bc_with_context.c:82473.20-108;main-process
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_GetLockCommon___39;ALL_bc_with_context.c:82435.6-37;main-process
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_GetLockCommon___39;ALL_bc_with_context.c:82450.10-41;main-process
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_GetLockCommon___39;ALL_bc_with_context.c:82496.18-49;main-process
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_ReleaseLockCommon___39;ALL_bc_with_context.c:82441.4-39;main-process
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_ReleaseLockCommon___39;ALL_bc_with_context.c:82456.8-43;main-process
BswM_Prv_ProcessDelayedReqst;rba_BswSrv_ReleaseLockCommon___39;ALL_bc_with_context.c:82502.16-51;main-process
BswM_Prv_ReqProcessOrQueue_b;BswM_Prv_IntrptQueueIn;ALL_bc_with_context.c:82677.8-94;Process 42
BswM_Prv_ReqProcessOrQueue_b;rba_BswSrv_GetLockCommon___37;ALL_bc_with_context.c:82665.6-37;Process 42
BswM_Prv_ReqProcessOrQueue_b;rba_BswSrv_ReleaseLockCommon___37;ALL_bc_with_context.c:82681.4-39;Process 42
BswM_Prv_ReqProcessOrQueue_b;BswM_Prv_IntrptQueueIn;ALL_bc_with_context.c:82677.8-94;main-process
BswM_Prv_ReqProcessOrQueue_b;rba_BswSrv_GetLockCommon___37;ALL_bc_with_context.c:82665.6-37;main-process
BswM_Prv_ReqProcessOrQueue_b;rba_BswSrv_ReleaseLockCommon___37;ALL_bc_with_context.c:82681.4-39;main-process
BswM_Prv_RuleEval;BswM_Prv_Arbitrate_Rule;ALL_bc_with_context.c:82707.12-76;Process 42
BswM_Prv_RuleEval;BswM_Prv_CalcPduGrpSwt;ALL_bc_with_context.c:82710.8-32;Process 42
BswM_Prv_RuleEval;BswM_Prv_StoreDeferredRequest;ALL_bc_with_context.c:82702.8-104;Process 42
BswM_Prv_RuleEval;BswM_Prv_Arbitrate_Rule;ALL_bc_with_context.c:82707.12-76;main-process
BswM_Prv_RuleEval;BswM_Prv_CalcPduGrpSwt;ALL_bc_with_context.c:82710.8-32;main-process
BswM_Prv_StoreDeferredRequest;BswM_Prv_GetIndexFromDeferredRequest___38;ALL_bc_with_context.c:82362.21-111;Process 42
BswM_Prv_StoreDeferredRequest;BswM_Prv_GetIndexFromDeferredRequest___38;ALL_bc_with_context.c:82362.21-111;main-process
BswM_RequestMode;BswM_Prv_GetGenReqMRPIndex_b;ALL_bc_with_context.c:123331.25-80;Process 42
BswM_RequestMode;BswM_Prv_InterruptHandler;ALL_bc_with_context.c:123382.4-39;Process 42
BswM_RequestMode;BswM_Prv_ProcessDeferredReqst;ALL_bc_with_context.c:123370.20-51;Process 42
BswM_RequestMode;BswM_Prv_ProcessDelayedReqst;ALL_bc_with_context.c:123355.20-50;Process 42
BswM_RequestMode;BswM_Prv_ReqProcessOrQueue_b;ALL_bc_with_context.c:123350.27-133;Process 42
BswM_RequestMode;BswM_Prv_RuleEval;ALL_bc_with_context.c:123364.16-190;Process 42
BswM_RequestMode;Det_ReportError;ALL_bc_with_context.c:123326.14-68;Process 42
BswM_RequestMode;BswM_Prv_GetGenReqMRPIndex_b;ALL_bc_with_context.c:123331.25-80;main-process
BswM_RequestMode;BswM_Prv_InterruptHandler;ALL_bc_with_context.c:123382.4-39;main-process
BswM_RequestMode;BswM_Prv_ProcessDeferredReqst;ALL_bc_with_context.c:123370.20-51;main-process
BswM_RequestMode;BswM_Prv_ProcessDelayedReqst;ALL_bc_with_context.c:123355.20-50;main-process
BswM_RequestMode;BswM_Prv_ReqProcessOrQueue_b;ALL_bc_with_context.c:123350.27-133;main-process
BswM_RequestMode;BswM_Prv_RuleEval;ALL_bc_with_context.c:123364.16-190;main-process
BswM_RequestMode;Det_ReportError;ALL_bc_with_context.c:123326.14-68;main-process
BusDiag_BusOff_ChkBusOff;DSM_DebRepCheck;ALL_bc_with_context.c:18173.14-18174.54;Process 42
BusDiag_BusOff_ChkBusOff;rba_Can_GetNodeStatus;ALL_bc_with_context.c:18157.9-39;Process 42
BusDiag_BusOff_Proc;BusDiag_BusOff_ChkBusOff;ALL_bc_with_context.c:18187.8-41;Process 42
Can_CheckBitStatus;Dem_ReportErrorStatus;ALL_bc_with_context.c:87843.12-46;Process 42
Can_CheckBitStatus;Dem_ReportErrorStatus;ALL_bc_with_context.c:87843.12-46;main-process
Can_Init;Dem_ReportErrorStatus;ALL_bc_with_context.c:272541.4-38;main-process
Can_Init;Det_ReportError;ALL_bc_with_context.c:272547.50-139;main-process
Can_Init;rba_Can_Init;ALL_bc_with_context.c:272549.4-29;main-process
Can_MainFunction_BusOff;Det_ReportError;ALL_bc_with_context.c:544342.53-138;Process 42
Can_MainFunction_BusOff;rba_Can_BusErrorHandler;ALL_bc_with_context.c:544346.8-41;Process 42
Can_MainFunction_Mode;Det_ReportError;ALL_bc_with_context.c:544360.53-139;Process 42
Can_MainFunction_Mode;rba_Can_MainFunction_Mode;ALL_bc_with_context.c:544363.4-31;Process 42
Can_MainFunction_Read;Det_ReportError;ALL_bc_with_context.c:544389.53-138;Process 42
Can_MainFunction_Read;rba_Can_PollingProcessing_Rx;ALL_bc_with_context.c:544391.4-34;Process 42
Can_MainFunction_Write;Det_ReportError;ALL_bc_with_context.c:521377.53-138;Process 42
Can_MainFunction_Write;rba_Can_PollingProcessing_Tx;ALL_bc_with_context.c:521380.4-34;Process 42
Can_SetControllerMode;Det_ReportError;ALL_bc_with_context.c:88008.53-138;Process 42
Can_SetControllerMode;Det_ReportError;ALL_bc_with_context.c:88027.121-210;Process 42
Can_SetControllerMode;Det_ReportError;ALL_bc_with_context.c:88050.209-298;Process 42
Can_SetControllerMode;Det_ReportError;ALL_bc_with_context.c:88062.113-202;Process 42
Can_SetControllerMode;Det_ReportError;ALL_bc_with_context.c:88074.213-302;Process 42
Can_SetControllerMode;rba_BswSrv_GetLockNonest___43;ALL_bc_with_context.c:88103.10-57;Process 42
Can_SetControllerMode;rba_BswSrv_ReleaseLockNonest___43;ALL_bc_with_context.c:88109.8-59;Process 42
Can_SetControllerMode;rba_Can_MainFunction_Mode;ALL_bc_with_context.c:88115.8-35;Process 42
Can_SetControllerMode;rba_Can_SetCtrlMode_Start;ALL_bc_with_context.c:88030.36-76;Process 42
Can_SetControllerMode;rba_Can_SetCtrlMode_Stop;ALL_bc_with_context.c:88078.37-76;Process 42
Can_Transfer_ISR_MCAN_1;rba_Can_Transfer_ISR;ALL_bc_with_context.c:93404.5-51;Process 42
Can_Transfer_ISR_MCAN_2;rba_Can_Transfer_ISR;ALL_bc_with_context.c:93411.5-51;Process 42
Can_Transfer_ISR_MCAN_3;rba_Can_Transfer_ISR;ALL_bc_with_context.c:93418.5-51;Process 42
Can_Transfer_ISR_TTCAN_0;rba_Can_Transfer_ISR;ALL_bc_with_context.c:93425.5-52;Process 42
Can_Write;Det_ReportError;ALL_bc_with_context.c:92981.53-138;Process 42
Can_Write;Det_ReportError;ALL_bc_with_context.c:93007.73-164;Process 42
Can_Write;Det_ReportError;ALL_bc_with_context.c:93009.44-136;Process 42
Can_Write;rba_Can_Write;ALL_bc_with_context.c:93013.16-50;Process 42
CanIf_ControllerBusOff;CanIf_Prv_ClearTxChannelBuffer;ALL_bc_with_context.c:544292.4-50;Process 42
CanIf_ControllerBusOff;CanSM_ControllerBusOff;ALL_bc_with_context.c:544300.8-59;Process 42
CanIf_ControllerBusOff;SchM_Enter_CanIf_ControllerState___45;ALL_bc_with_context.c:544271.4-43;Process 42
CanIf_ControllerBusOff;SchM_Enter_CanIf_TxBufAccessNoNest___45;ALL_bc_with_context.c:544289.4-45;Process 42
CanIf_ControllerBusOff;SchM_Exit_CanIf_ControllerState___45;ALL_bc_with_context.c:544285.4-42;Process 42
CanIf_ControllerBusOff;SchM_Exit_CanIf_TxBufAccessNoNest___45;ALL_bc_with_context.c:544295.4-44;Process 42
CanIf_ControllerModeIndication;CanSM_ControllerModeIndication;ALL_bc_with_context.c:87612.8-83;Process 42
CanIf_DirectHw_Write;rba_Can_DirectHw_Write;ALL_bc_with_context.c:262025.17-86;Process 42
CanIf_Get_DirectHw_Info;rba_Can_Get_DirectHw_Info;ALL_bc_with_context.c:261866.17-111;main-process
CanIf_Init;CanIf_Prv_BufferInit;ALL_bc_with_context.c:270565.1-23;main-process
CanIf_RxIndication;CanIf_XCore_LocalCore_RxIndication;ALL_bc_with_context.c:92246.7-75;Process 42
CanIf_RxIndication;CanIf_XCore_LocalCore_RxIndication;ALL_bc_with_context.c:92253.38-106;Process 42
CanIf_RxIndication;ComScl_Appl_DlcErrorNotification;ALL_bc_with_context.c:92203.26-109;Process 42
CanIf_RxIndication;Det_ReportError;ALL_bc_with_context.c:92059.87-129;Process 42
CanIf_RxIndication;Det_ReportError;ALL_bc_with_context.c:92067.187-229;Process 42
CanIf_RxIndication;Det_ReportError;ALL_bc_with_context.c:92071.187-229;Process 42
CanIf_RxIndication;Det_ReportError;ALL_bc_with_context.c:92208.70-112;Process 42
CanIf_RxIndication;SchM_Enter_CanIf_ControllerState___56;ALL_bc_with_context.c:92088.4-43;Process 42
CanIf_RxIndication;SchM_Exit_CanIf_ControllerState___56;ALL_bc_with_context.c:92098.4-42;Process 42
CanIf_SetControllerMode;CanIf_Prv_ClearTxChannelBuffer;ALL_bc_with_context.c:88230.16-62;Process 42
CanIf_SetControllerMode;CanIf_Prv_ClearTxChannelBuffer;ALL_bc_with_context.c:88280.16-62;Process 42
CanIf_SetControllerMode;Can_SetControllerMode;ALL_bc_with_context.c:88214.28-115;Process 42
CanIf_SetControllerMode;Can_SetControllerMode;ALL_bc_with_context.c:88242.28-115;Process 42
CanIf_SetControllerMode;Can_SetControllerMode;ALL_bc_with_context.c:88267.28-101;Process 42
CanIf_SetControllerMode;Det_ReportError;ALL_bc_with_context.c:88200.164-206;Process 42
CanIf_SetControllerMode;SchM_Enter_CanIf_TxBufAccessNoNest___45;ALL_bc_with_context.c:88227.16-57;Process 42
CanIf_SetControllerMode;SchM_Enter_CanIf_TxBufAccessNoNest___45;ALL_bc_with_context.c:88277.16-57;Process 42
CanIf_SetControllerMode;SchM_Exit_CanIf_TxBufAccessNoNest___45;ALL_bc_with_context.c:88233.16-56;Process 42
CanIf_SetControllerMode;SchM_Exit_CanIf_TxBufAccessNoNest___45;ALL_bc_with_context.c:88283.16-56;Process 42
CanIf_SetPduMode;CanIf_Prv_ClearTxChannelBuffer;ALL_bc_with_context.c:88397.16-62;Process 42
CanIf_SetPduMode;SchM_Enter_CanIf_TxBufAccessNoNest___50;ALL_bc_with_context.c:88395.16-57;Process 42
CanIf_SetPduMode;SchM_Exit_CanIf_TxBufAccessNoNest___50;ALL_bc_with_context.c:88400.16-56;Process 42
CanIf_SetTrcvMode;CanTrcv_SetOpMode;ALL_bc_with_context.c:89302.15-63;Process 42
CanIf_Transmit;CanIf_XCore_LocalCore_Transmit;ALL_bc_with_context.c:125373.14-74;Process 42
CanIf_Transmit;Det_ReportError;ALL_bc_with_context.c:125333.39-81;Process 42
CanIf_TrcvModeIndication;CanSM_TransceiverModeIndication;ALL_bc_with_context.c:80833.8-88;Process 42
CanIf_TxConfirmation;CanIf_XCore_LocalCore_TxConfirmation;ALL_bc_with_context.c:93258.14-68;Process 42
CanIf_TxConfirmation;SchM_Enter_CanIf_ControllerState___61;ALL_bc_with_context.c:93168.1-40;Process 42
CanIf_TxConfirmation;SchM_Exit_CanIf_ControllerState___61;ALL_bc_with_context.c:93181.4-42;Process 42
CanIf_XCore_LocalCore_RxIndication;CanNm_RxIndication;ALL_bc_with_context.c:91924.8-161;Process 42
CanIf_XCore_LocalCore_RxIndication;CanTp_RxIndication;ALL_bc_with_context.c:91924.8-161;Process 42
CanIf_XCore_LocalCore_RxIndication;PduR_CanIfRxIndication;ALL_bc_with_context.c:91924.8-161;Process 42
CanIf_XCore_LocalCore_RxIndication;Xcp_CanIfRxIndication;ALL_bc_with_context.c:91924.8-161;Process 42
CanIf_XCore_LocalCore_Transmit;Can_Write;ALL_bc_with_context.c:125264.24-56;Process 42
CanIf_XCore_LocalCore_Transmit;Det_ReportError;ALL_bc_with_context.c:125096.60-102;Process 42
CanIf_XCore_LocalCore_Transmit;Det_ReportError;ALL_bc_with_context.c:125130.113-155;Process 42
CanIf_XCore_LocalCore_Transmit;Det_ReportError;ALL_bc_with_context.c:125256.74-116;Process 42
CanIf_XCore_LocalCore_Transmit;SchM_Enter_CanIf_ControllerState___59;ALL_bc_with_context.c:125115.4-43;Process 42
CanIf_XCore_LocalCore_Transmit;SchM_Exit_CanIf_ControllerState___59;ALL_bc_with_context.c:125127.4-42;Process 42
CanIf_XCore_LocalCore_TxConfirmation;CanNm_TxConfirmation;ALL_bc_with_context.c:92565.4-76;Process 42
CanIf_XCore_LocalCore_TxConfirmation;CanTp_TxConfirmation;ALL_bc_with_context.c:92565.4-76;Process 42
CanIf_XCore_LocalCore_TxConfirmation;PduR_CanIfTxConfirmation;ALL_bc_with_context.c:92565.4-76;Process 42
CanIf_XCore_LocalCore_TxConfirmation;Xcp_CanIfTxConfirmation;ALL_bc_with_context.c:92565.4-76;Process 42
CanNm_CaseBusSleep___64;CanNm_GotoNetworkMode___64;ALL_bc_with_context.c:543057.16-120;Process 42
CanNm_CaseBusSleep___64;Nm_NetworkStartIndication;ALL_bc_with_context.c:543065.20-62;Process 42
CanNm_CaseNormalOperation___64;CanNm_NormalOperationToRS___64;ALL_bc_with_context.c:543142.16-72;Process 42
CanNm_CasePrepareBusSleep___64;CanNm_GotoBusSleep___64;ALL_bc_with_context.c:543339.12-61;Process 42
CanNm_CasePrepareBusSleep___64;CanNm_GotoNetworkMode___64;ALL_bc_with_context.c:543332.8-120;Process 42
CanNm_CasePrepareBusSleep___64;CanNm_GotoNetworkMode___64;ALL_bc_with_context.c:543359.16-128;Process 42
CanNm_CasePrepareBusSleep___64;CanNm_MessageTransmit___64;ALL_bc_with_context.c:543370.14-65;Process 42
CanNm_CaseReadySleep___64;CanNm_GotoPrepareBusSleep___64;ALL_bc_with_context.c:543551.12-68;Process 42
CanNm_CaseReadySleep___64;CanNm_ReadySleepToNO___64;ALL_bc_with_context.c:543560.16-87;Process 42
CanNm_CaseRepeatMessage___64;CanNm_RepeatMessageToNO___64;ALL_bc_with_context.c:543647.13-67;Process 42
CanNm_CaseRepeatMessage___64;CanNm_RepeatMessageToRS___64;ALL_bc_with_context.c:543643.13-67;Process 42
CanNm_ChangeState;SchM_Enter_CanNm_ChangeStateNoNest___66;ALL_bc_with_context.c:77419.4-45;Process 42
CanNm_ChangeState;SchM_Exit_CanNm_ChangeStateNoNest___66;ALL_bc_with_context.c:77426.4-44;Process 42
CanNm_EnableCommunication;CanNm_StartTransmission;ALL_bc_with_context.c:76805.12-56;Process 42
CanNm_EnableCommunication;SchM_Enter_CanNm_EnableCommunicationNoNest___70;ALL_bc_with_context.c:76795.8-57;Process 42
CanNm_EnableCommunication;SchM_Exit_CanNm_EnableCommunicationNoNest___70;ALL_bc_with_context.c:76809.8-56;Process 42
CanNm_EnableCommunication;CanNm_StartTransmission;ALL_bc_with_context.c:76805.12-56;main-process
CanNm_EnableCommunication;SchM_Enter_CanNm_EnableCommunicationNoNest___70;ALL_bc_with_context.c:76795.8-57;main-process
CanNm_EnableCommunication;SchM_Exit_CanNm_EnableCommunicationNoNest___70;ALL_bc_with_context.c:76809.8-56;main-process
CanNm_GotoBusSleep___64;CanNm_ChangeState;ALL_bc_with_context.c:543265.4-93;Process 42
CanNm_GotoBusSleep___64;Nm_BusSleepMode;ALL_bc_with_context.c:543275.4-49;Process 42
CanNm_GotoBusSleep___64;Nm_StateChangeNotification;ALL_bc_with_context.c:543270.1-127;Process 42
CanNm_GotoNetworkMode___64;CanNm_ChangeState;ALL_bc_with_context.c:542969.4-96;Process 42
CanNm_GotoNetworkMode___64;CanNm_StartTransmission;ALL_bc_with_context.c:542984.4-48;Process 42
CanNm_GotoNetworkMode___64;Nm_NetworkMode;ALL_bc_with_context.c:542972.4-48;Process 42
CanNm_GotoNetworkMode___64;Nm_StateChangeNotification;ALL_bc_with_context.c:542990.4-107;Process 42
CanNm_GotoPrepareBusSleep___64;CanNm_ChangeState;ALL_bc_with_context.c:543489.4-109;Process 42
CanNm_GotoPrepareBusSleep___64;Nm_PrepareBusSleepMode;ALL_bc_with_context.c:543492.4-56;Process 42
CanNm_GotoPrepareBusSleep___64;Nm_StateChangeNotification;ALL_bc_with_context.c:543496.4-132;Process 42
CanNm_InternalMainProcess___64;CanNm_CaseBusSleep___64;ALL_bc_with_context.c:544069.12-544077.48;Process 42
CanNm_InternalMainProcess___64;CanNm_CaseNormalOperation___64;ALL_bc_with_context.c:544105.12-544113.13;Process 42
CanNm_InternalMainProcess___64;CanNm_CasePrepareBusSleep___64;ALL_bc_with_context.c:544083.12-99;Process 42
CanNm_InternalMainProcess___64;CanNm_CaseReadySleep___64;ALL_bc_with_context.c:544089.12-544097.13;Process 42
CanNm_InternalMainProcess___64;CanNm_CaseRepeatMessage___64;ALL_bc_with_context.c:544119.12-66;Process 42
CanNm_InternalMainProcess___64;CanNm_ComputeSwFrTimer___64;ALL_bc_with_context.c:544021.4-42;Process 42
CanNm_InternalMainProcess___64;CanNm_MainFunctionTx___64;ALL_bc_with_context.c:544162.4-50;Process 42
CanNm_InternalMainProcess___64;CanNm_NetworkModeProcessing___64;ALL_bc_with_context.c:544043.22-544055.25;Process 42
